id,PXORDX,OLDPXORDX,CODETYPE,CCID,CONCEPTID,VOCABULARYID,DOMAINID,TRACK,STANCON,CODE,CODEWS,CODESCHEME,LONGDESC,SHORTDESC,CODESTATUS,CODECHANGE,CODECYEAR,CODEPTYPE,CODEBSTATUS,CODECCSTATUS,SEX_CD,ANATOC,POACS,POACC,POACCY,VALIDSD,VALIDED,INVALIDR,CREATE_DT
432,D,D,I09,"5-dig billing code",44822798,ICD9CM,Condition,Medical,NULL,01630,016.30,ICD9DIAG,"Tuberculosis of other urinary organs, unspecified","Tuberculosis of other urinary organs, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
433,D,D,I09,"5-dig billing code",44826305,ICD9CM,Condition,Medical,NULL,01631,016.31,ICD9DIAG,"Tuberculosis of other urinary organs, bacteriological or histological examination not done","Tuberculosis of other urinary organs, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
434,D,D,I09,"5-dig billing code",44819336,ICD9CM,Condition,Medical,NULL,01632,016.32,ICD9DIAG,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)","Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
435,D,D,I09,"5-dig billing code",44832056,ICD9CM,Condition,Medical,NULL,01633,016.33,ICD9DIAG,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy","Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
436,D,D,I09,"5-dig billing code",44828654,ICD9CM,Condition,Medical,NULL,01634,016.34,ICD9DIAG,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
437,D,D,I09,"5-dig billing code",44822799,ICD9CM,Condition,Medical,NULL,01635,016.35,ICD9DIAG,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
438,D,D,I09,"5-dig billing code",44826306,ICD9CM,Condition,Medical,NULL,01636,016.36,ICD9DIAG,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
439,D,D,I09,"4-dig nonbill code",44823947,ICD9CM,Condition,Medical,NULL,0164,016.4,ICD9DIAG,"Tuberculosis of epididymis","Tuberculosis of epididymis",I,Deleted,2015,UP,N,N,M,C,N,"No change",2015,19700101,20991231,NULL,42005
440,D,D,I09,"5-dig billing code",44836760,ICD9CM,Condition,Medical,NULL,01640,016.40,ICD9DIAG,"Tuberculosis of epididymis, unspecified","Tuberculosis of epididymis, unspecified",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
441,D,D,I09,"5-dig billing code",44821657,ICD9CM,Condition,Medical,NULL,01641,016.41,ICD9DIAG,"Tuberculosis of epididymis, bacteriological or histological examination not done","Tuberculosis of epididymis, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
442,D,D,I09,"5-dig billing code",44827476,ICD9CM,Condition,Medical,NULL,01642,016.42,ICD9DIAG,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)","Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
443,D,D,I09,"5-dig billing code",44835592,ICD9CM,Condition,Medical,NULL,01643,016.43,ICD9DIAG,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy","Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
444,D,D,I09,"5-dig billing code",44826307,ICD9CM,Condition,Medical,NULL,01644,016.44,ICD9DIAG,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
445,D,D,I09,"5-dig billing code",44832057,ICD9CM,Condition,Medical,NULL,01645,016.45,ICD9DIAG,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
446,D,D,I09,"5-dig billing code",44829722,ICD9CM,Condition,Medical,NULL,01646,016.46,ICD9DIAG,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
447,D,D,I09,"4-dig nonbill code",44826308,ICD9CM,Condition,Medical,NULL,0165,016.5,ICD9DIAG,"Tuberculosis of other male genital organs","Tuberculosis of other male genital organs",I,Deleted,2015,UP,N,N,M,C,N,"No change",2015,19700101,20991231,NULL,42005
448,D,D,I09,"5-dig billing code",44823948,ICD9CM,Condition,Medical,NULL,01650,016.50,ICD9DIAG,"Tuberculosis of other male genital organs, unspecified","Tuberculosis of other male genital organs, unspecified",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
449,D,D,I09,"5-dig billing code",44825116,ICD9CM,Condition,Medical,NULL,01651,016.51,ICD9DIAG,"Tuberculosis of other male genital organs, bacteriological or histological examination not done","Tuberculosis of other male genital organs, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
450,D,D,I09,"5-dig billing code",44829723,ICD9CM,Condition,Medical,NULL,01652,016.52,ICD9DIAG,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)","Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
451,D,D,I09,"5-dig billing code",44820539,ICD9CM,Condition,Medical,NULL,01653,016.53,ICD9DIAG,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy","Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
452,D,D,I09,"5-dig billing code",44822800,ICD9CM,Condition,Medical,NULL,01654,016.54,ICD9DIAG,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
453,D,D,I09,"5-dig billing code",44821658,ICD9CM,Condition,Medical,NULL,01655,016.55,ICD9DIAG,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
454,D,D,I09,"5-dig billing code",44819337,ICD9CM,Condition,Medical,NULL,01656,016.56,ICD9DIAG,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,M,C,N,"No change",2015,19700101,20991231,NULL,42005
455,D,D,I09,"4-dig nonbill code",44835593,ICD9CM,Condition,Medical,NULL,0166,016.6,ICD9DIAG,"Tuberculous oophoritis and salpingitis","Tuberculous oophoritis and salpingitis",I,Deleted,2015,UP,N,N,F,C,N,"No change",2015,19700101,20991231,NULL,42005
456,D,D,I09,"5-dig billing code",44826309,ICD9CM,Condition,Medical,NULL,01660,016.60,ICD9DIAG,"Tuberculous oophoritis and salpingitis, unspecified","Tuberculous oophoritis and salpingitis, unspecified",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
457,D,D,I09,"5-dig billing code",44832058,ICD9CM,Condition,Medical,NULL,01661,016.61,ICD9DIAG,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done","Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
458,D,D,I09,"5-dig billing code",44823949,ICD9CM,Condition,Medical,NULL,01662,016.62,ICD9DIAG,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)","Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
459,D,D,I09,"5-dig billing code",44825117,ICD9CM,Condition,Medical,NULL,01663,016.63,ICD9DIAG,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy","Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
460,D,D,I09,"5-dig billing code",44832059,ICD9CM,Condition,Medical,NULL,01664,016.64,ICD9DIAG,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
461,D,D,I09,"5-dig billing code",44826310,ICD9CM,Condition,Medical,NULL,01665,016.65,ICD9DIAG,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
462,D,D,I09,"5-dig billing code",44827477,ICD9CM,Condition,Medical,NULL,01666,016.66,ICD9DIAG,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
463,D,D,I09,"4-dig nonbill code",44834409,ICD9CM,Condition,Medical,NULL,0167,016.7,ICD9DIAG,"Tuberculosis of other female genital organs","Tuberculosis of other female genital organs",I,Deleted,2015,UP,N,N,F,C,N,"No change",2015,19700101,20991231,NULL,42005
464,D,D,I09,"5-dig billing code",44833208,ICD9CM,Condition,Medical,NULL,01670,016.70,ICD9DIAG,"Tuberculosis of other female genital organs, unspecified","Tuberculosis of other female genital organs, unspecified",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
465,D,D,I09,"5-dig billing code",44827478,ICD9CM,Condition,Medical,NULL,01671,016.71,ICD9DIAG,"Tuberculosis of other female genital organs, bacteriological or histological examination not done","Tuberculosis of other female genital organs, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
466,D,D,I09,"5-dig billing code",44823950,ICD9CM,Condition,Medical,NULL,01672,016.72,ICD9DIAG,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)","Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
467,D,D,I09,"5-dig billing code",44820540,ICD9CM,Condition,Medical,NULL,01673,016.73,ICD9DIAG,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy","Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
468,D,D,I09,"5-dig billing code",44834410,ICD9CM,Condition,Medical,NULL,01674,016.74,ICD9DIAG,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
469,D,D,I09,"5-dig billing code",44821659,ICD9CM,Condition,Medical,NULL,01675,016.75,ICD9DIAG,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
470,D,D,I09,"5-dig billing code",44823951,ICD9CM,Condition,Medical,NULL,01676,016.76,ICD9DIAG,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,F,C,N,"No change",2015,19700101,20991231,NULL,42005
471,D,D,I09,"4-dig nonbill code",44825118,ICD9CM,Condition,Medical,NULL,0169,016.9,ICD9DIAG,"Genitourinary tuberculosis, unspecified","Genitourinary tuberculosis, unspecified",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
472,D,D,I09,"5-dig billing code",44826311,ICD9CM,Condition,Medical,NULL,01690,016.90,ICD9DIAG,"Genitourinary tuberculosis, unspecified, unspecified","Genitourinary tuberculosis, unspecified, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
473,D,D,I09,"5-dig billing code",44825119,ICD9CM,Condition,Medical,NULL,01691,016.91,ICD9DIAG,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done","Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
474,D,D,I09,"5-dig billing code",44823952,ICD9CM,Condition,Medical,NULL,01692,016.92,ICD9DIAG,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)","Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
475,D,D,I09,"5-dig billing code",44836761,ICD9CM,Condition,Medical,NULL,01693,016.93,ICD9DIAG,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy","Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
476,D,D,I09,"5-dig billing code",44825120,ICD9CM,Condition,Medical,NULL,01694,016.94,ICD9DIAG,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
477,D,D,I09,"5-dig billing code",44835594,ICD9CM,Condition,Medical,NULL,01695,016.95,ICD9DIAG,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
478,D,D,I09,"5-dig billing code",44827479,ICD9CM,Condition,Medical,NULL,01696,016.96,ICD9DIAG,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
479,D,D,I09,"3-dig nonbill code",44825121,ICD9CM,Condition,Medical,NULL,017,017,ICD9DIAG,"Tuberculosis of other organs","Tuberculosis of other organs",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
480,D,D,I09,"4-dig nonbill code",44825122,ICD9CM,Condition,Medical,NULL,0170,017.0,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue","Tuberculosis of skin and subcutaneous cellular tissue",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
481,D,D,I09,"5-dig billing code",44825123,ICD9CM,Condition,Medical,NULL,01700,017.00,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified","Tuberculosis of skin and subcutaneous cellular tissue, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
482,D,D,I09,"5-dig billing code",44835595,ICD9CM,Condition,Medical,NULL,01701,017.01,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done","Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
483,D,D,I09,"5-dig billing code",44829724,ICD9CM,Condition,Medical,NULL,01702,017.02,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)","Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
484,D,D,I09,"5-dig billing code",44833209,ICD9CM,Condition,Medical,NULL,01703,017.03,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
485,D,D,I09,"5-dig billing code",44822801,ICD9CM,Condition,Medical,NULL,01704,017.04,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
486,D,D,I09,"5-dig billing code",44834411,ICD9CM,Condition,Medical,NULL,01705,017.05,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
487,D,D,I09,"5-dig billing code",44828655,ICD9CM,Condition,Medical,NULL,01706,017.06,ICD9DIAG,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
488,D,D,I09,"4-dig nonbill code",44833210,ICD9CM,Condition,Medical,NULL,0171,017.1,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis","Erythema nodosum with hypersensitivity reaction in tuberculosis",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
489,D,D,I09,"5-dig billing code",44822802,ICD9CM,Condition,Medical,NULL,01710,017.10,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified","Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
490,D,D,I09,"5-dig billing code",44822803,ICD9CM,Condition,Medical,NULL,01711,017.11,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done","Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
491,D,D,I09,"5-dig billing code",44835596,ICD9CM,Condition,Medical,NULL,01712,017.12,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)","Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
492,D,D,I09,"5-dig billing code",44825124,ICD9CM,Condition,Medical,NULL,01713,017.13,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
493,D,D,I09,"5-dig billing code",44819338,ICD9CM,Condition,Medical,NULL,01714,017.14,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
494,D,D,I09,"5-dig billing code",44821660,ICD9CM,Condition,Medical,NULL,01715,017.15,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
495,D,D,I09,"5-dig billing code",44830904,ICD9CM,Condition,Medical,NULL,01716,017.16,ICD9DIAG,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
496,D,D,I09,"4-dig nonbill code",44823953,ICD9CM,Condition,Medical,NULL,0172,017.2,ICD9DIAG,"Tuberculosis of peripheral lymph nodes","Tuberculosis of peripheral lymph nodes",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
497,D,D,I09,"5-dig billing code",44819339,ICD9CM,Condition,Medical,NULL,01720,017.20,ICD9DIAG,"Tuberculosis of peripheral lymph nodes, unspecified","Tuberculosis of peripheral lymph nodes, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
498,D,D,I09,"5-dig billing code",44834412,ICD9CM,Condition,Medical,NULL,01721,017.21,ICD9DIAG,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done","Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
499,D,D,I09,"5-dig billing code",44819340,ICD9CM,Condition,Medical,NULL,01722,017.22,ICD9DIAG,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)","Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
500,D,D,I09,"5-dig billing code",44832060,ICD9CM,Condition,Medical,NULL,01723,017.23,ICD9DIAG,"Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy","Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
501,D,D,I09,"5-dig billing code",44819341,ICD9CM,Condition,Medical,NULL,01724,017.24,ICD9DIAG,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
502,D,D,I09,"5-dig billing code",44832061,ICD9CM,Condition,Medical,NULL,01725,017.25,ICD9DIAG,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
503,D,D,I09,"5-dig billing code",44819342,ICD9CM,Condition,Medical,NULL,01726,017.26,ICD9DIAG,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
504,D,D,I09,"4-dig nonbill code",44823954,ICD9CM,Condition,Medical,NULL,0173,017.3,ICD9DIAG,"Tuberculosis of eye","Tuberculosis of eye",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
505,D,D,I09,"5-dig billing code",44830905,ICD9CM,Condition,Medical,NULL,01730,017.30,ICD9DIAG,"Tuberculosis of eye, unspecified","Tuberculosis of eye, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
506,D,D,I09,"5-dig billing code",44819343,ICD9CM,Condition,Medical,NULL,01731,017.31,ICD9DIAG,"Tuberculosis of eye, bacteriological or histological examination not done","Tuberculosis of eye, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
